question_name,difficulty,llm_code_creation_time,total_tokens,cost_prompt,judge_predict,execution_time,AC,WA,RE,TLE,CE,total_test_cases
Caixinha de palitos,Difícil,32.89510982900174,5786,0.051022,AC,0.4458778000007442,61,0,0,0,0,61
Mina,Médio,20.70457937900209,4073,0.030976,AC,0.35908869999911985,40,0,0,0,0,40
Pesos,Fácil,39.302433466000366,5877,0.049494,AC,0.1859755999994377,24,0,0,0,0,24
Brigadeiros,Difícil,200.11764904699885,25600,0.25955,AC,2.9606621999992058,67,0,0,0,0,67
Dengue,Médio,24.217463517998112,4264,0.030558,WA,3.0,0,9,0,1,0,10
Casamento de inteiros,Médio,23.615974789001484,4126,0.031522,AC,0.20575730000018666,20,0,0,0,0,20
Cadeiras do auditório,Médio,41.66610624399982,8216,0.076502,WA,0.2841745000005176,2,37,0,0,0,39
Impedido!,Fácil,17.606902386,2884,0.016238,AC,0.25036240000008547,54,0,0,0,0,54
Bondinho,Fácil,7.064243428001646,2284,0.010588,AC,0.2448910999992222,26,0,0,0,0,26
Rede ótica,Difícil,39.96083526500297,6865,0.0612,WA,0.10647550000066985,0,10,0,0,0,10
Distância entre amigos,Médio,24.38261977500224,4986,0.040642,AC,0.3089364999996178,30,0,0,0,0,30
Cadeado,Fácil,11.14043617599964,3467,0.019234,AC,0.27458910000132164,33,0,0,0,0,33
Baldes,Difícil,145.3917482129982,21667,0.240564,AC,1.6562819000009767,33,0,0,0,0,33
Macaco-prego,Médio,25.334074103000603,5384,0.042928,AC,0.09998710000036226,10,0,0,0,0,10
Basquete de robôs,Fácil,8.520100683999772,2613,0.0130759999999999,AC,0.2560968999987381,30,0,0,0,0,30
Fast-Food,Difícil,73.01221630700093,13851,0.142872,AC,1.110763800001223,62,0,0,0,0,62
Dona Minhoca,Difícil,66.84041859200079,11399,0.1174579999999999,AC,0.41324920000079146,29,0,0,0,0,29
Metrônibus,Difícil,69.52580951199707,11644,0.111808,AC,0.9828874000013457,82,0,0,0,0,82
Costa,Médio,29.06398418700337,4548,0.036076,AC,0.3121389999996609,20,0,0,0,0,20
Triângulos,Fácil,13.165619262999826,3401,0.022312,AC,0.27296469999964756,41,0,0,0,0,41
Frete da Família Silva,Médio,20.31431987399992,4978,0.033706,RE,0.30355579999923066,39,0,1,0,0,40
Zero para cancelar,Fácil,9.25303738599905,2794,0.015778,AC,0.10311120000005758,5,0,0,0,0,5
Troca,Médio,30.0844910550004,7015,0.05225,AC,0.29243750000023283,28,0,0,0,0,28
Conta de água,Fácil,23.485844619001,3217,0.019444,AC,0.4582676000009087,71,0,0,0,0,71
Quadrado Aritmético,Difícil,150.17865074200017,21779,0.228718,WA,0.44470260000161943,3,19,0,0,0,22
Supermercado,Médio,41.65383836500041,5866,0.049082,AC,0.10393109999859007,10,0,0,0,0,10
Forja de ORicalco,Médio,188.6166847759996,27323,0.292726,AC,2.906188700000712,70,0,0,0,0,70
Cubra os Furos,Médio,73.89516157800244,8951,0.088272,WA,0.23812980000002426,8,1,1,0,0,10
Wifi,Difícil,174.37826168000174,26395,0.29616,AC,1.6537776999994094,22,0,0,0,0,22
Dominó,Médio,34.10185118100344,5377,0.045944,AC,0.12695519999942917,10,0,0,0,0,10
Visita entre cidades,Médio,24.361963087998447,3372,0.020684,AC,0.19023770000057993,19,0,0,0,0,19
Retângulo,Difícil,42.71545253799559,5898,0.052536,AC,0.2709512999990693,35,0,0,0,0,35
